user_id,date,self_score,peer_score,cohort_used,cohort_size,fallback_applied,role,team,manager_id
C1009,2011-05-07,1.0,0.647042,role,6,False,Engineer,Platform,M-ENG
C1010,2011-05-07,0.952079,0.598629,role,6,False,Engineer,Platform,M-ENG
C1011,2011-05-07,0.18765,0.332161,role,6,False,Engineer,Platform,M-ENG
C1012,2011-05-07,0.385263,0.456781,role,6,False,Administrator,Ops,M-IT
C1013,2011-05-07,0.391053,0.526578,role,6,False,Administrator,Ops,M-IT
C1014,2011-05-07,0.448183,0.543477,role,6,False,Administrator,Ops,M-IT
C1015,2011-05-07,1.0,0.536606,role,6,False,Administrator,Ops,M-IT
C1016,2011-05-07,0.276491,0.456781,role,6,False,Administrator,Ops,M-IT
C1017,2011-05-07,0.0,0.487517,role,6,False,Administrator,Ops,M-IT
C1018,2011-05-07,0.0,0.551844,department,8,True,Financial Controller,Treasury,M-FIN
C1019,2011-05-07,0.6764,0.344665,department,8,True,Financial Controller,Treasury,M-FIN
C1000,2011-05-08,0.0,0.631817,role,6,False,Accountant,AP,M-FIN
C1001,2011-05-08,0.0,0.255504,role,6,False,Accountant,AP,M-FIN
C1002,2011-05-08,0.302487,0.307129,role,6,False,Accountant,AP,M-FIN
C1003,2011-05-08,0.796385,0.546993,role,6,False,Accountant,AP,M-FIN
C1004,2011-05-08,0.767212,0.497644,role,6,False,Accountant,AP,M-FIN
C1005,2011-05-08,0.346264,0.255504,role,6,False,Accountant,AP,M-FIN
C1006,2011-05-08,0.144154,0.428229,role,6,False,Engineer,Platform,M-ENG
C1007,2011-05-08,0.0,0.527344,role,6,False,Engineer,Platform,M-ENG
C1008,2011-05-08,0.724976,0.543477,role,6,False,Engineer,Platform,M-ENG
C1009,2011-05-08,0.960838,0.536606,role,6,False,Engineer,Platform,M-ENG
C1010,2011-05-08,0.0,0.199748,role,6,False,Engineer,Platform,M-ENG
C1011,2011-05-08,0.26497,0.487517,role,6,False,Engineer,Platform,M-ENG
C1012,2011-05-08,0.0,0.487517,role,6,False,Administrator,Ops,M-IT
C1013,2011-05-08,0.354436,0.47537,role,6,False,Administrator,Ops,M-IT
C1014,2011-05-08,0.631924,0.456781,role,6,False,Administrator,Ops,M-IT
C1015,2011-05-08,0.044621,0.543477,role,6,False,Administrator,Ops,M-IT
C1016,2011-05-08,0.0,0.487517,role,6,False,Administrator,Ops,M-IT
C1017,2011-05-08,0.20573,0.456781,role,6,False,Administrator,Ops,M-IT
C1018,2011-05-08,0.0,0.404872,department,8,True,Financial Controller,Treasury,M-FIN
C1019,2011-05-08,0.30287,0.473809,department,8,True,Financial Controller,Treasury,M-FIN
C1000,2011-05-09,0.0,0.632474,role,6,False,Accountant,AP,M-FIN
C1001,2011-05-09,0.351598,0.490331,role,6,False,Accountant,AP,M-FIN
C1002,2011-05-09,0.46292,0.543477,role,6,False,Accountant,AP,M-FIN
C1003,2011-05-09,0.783252,0.536606,role,6,False,Accountant,AP,M-FIN
C1004,2011-05-09,0.227902,0.198472,role,6,False,Accountant,AP,M-FIN
C1005,2011-05-09,0.05437,0.392852,role,6,False,Accountant,AP,M-FIN
C1006,2011-05-09,0.0,0.487517,role,6,False,Engineer,Platform,M-ENG
C1007,2011-05-09,0.0,0.47537,role,6,False,Engineer,Platform,M-ENG
C1008,2011-05-09,0.396616,0.428229,role,6,False,Engineer,Platform,M-ENG
C1009,2011-05-09,0.0,0.543477,role,6,False,Engineer,Platform,M-ENG
C1010,2011-05-09,0.089621,0.487517,role,6,False,Engineer,Platform,M-ENG
C1011,2011-05-09,0.040516,0.428229,role,6,False,Engineer,Platform,M-ENG
C1012,2011-05-09,0.627491,0.497487,role,6,False,Administrator,Ops,M-IT
C1013,2011-05-09,0.592806,0.487517,role,6,False,Administrator,Ops,M-IT
C1014,2011-05-09,0.245358,0.543477,role,6,False,Administrator,Ops,M-IT
C1015,2011-05-09,0.0,0.299819,role,6,False,Administrator,Ops,M-IT
C1016,2011-05-09,0.371838,0.456781,role,6,False,Administrator,Ops,M-IT
C1017,2011-05-09,0.745555,0.646011,role,6,False,Administrator,Ops,M-IT
C1018,2011-05-09,0.0,0.551844,department,8,True,Financial Controller,Treasury,M-FIN
C1019,2011-05-09,0.340935,0.27461,department,8,True,Financial Controller,Treasury,M-FIN
C1000,2011-05-10,0.0,0.636116,role,6,False,Accountant,AP,M-FIN
C1001,2011-05-10,0.475266,0.47537,role,6,False,Accountant,AP,M-FIN
C1002,2011-05-10,0.253079,0.374349,role,6,False,Accountant,AP,M-FIN
C1003,2011-05-10,0.26227,0.543477,role,6,False,Accountant,AP,M-FIN
C1004,2011-05-10,0.012049,0.497644,role,6,False,Accountant,AP,M-FIN
C1005,2011-05-10,0.0,0.255504,role,6,False,Accountant,AP,M-FIN
C1006,2011-05-10,0.843088,0.498167,role,6,False,Engineer,Platform,M-ENG
C1007,2011-05-10,0.0,0.487517,role,6,False,Engineer,Platform,M-ENG
C1008,2011-05-10,0.046058,0.543477,role,6,False,Engineer,Platform,M-ENG
C1009,2011-05-10,0.144372,0.428229,role,6,False,Engineer,Platform,M-ENG
C1010,2011-05-10,0.258131,0.428229,role,6,False,Engineer,Platform,M-ENG
C1011,2011-05-10,0.604725,0.647042,role,6,False,Engineer,Platform,M-ENG
C1012,2011-05-10,1.0,0.596309,role,6,False,Administrator,Ops,M-IT
C1013,2011-05-10,0.271771,0.456781,role,6,False,Administrator,Ops,M-IT
C1014,2011-05-10,0.0,0.299819,role,6,False,Administrator,Ops,M-IT
C1015,2011-05-10,0.349055,0.543477,role,6,False,Administrator,Ops,M-IT
C1016,2011-05-10,0.430663,0.487517,role,6,False,Administrator,Ops,M-IT
C1017,2011-05-10,0.787942,0.475968,role,6,False,Administrator,Ops,M-IT
C1018,2011-05-10,0.0,0.198496,department,8,True,Financial Controller,Treasury,M-FIN
C1019,2011-05-10,0.070442,0.507948,department,8,True,Financial Controller,Treasury,M-FIN
C1000,2011-05-11,0.026967,0.636829,role,6,False,Accountant,AP,M-FIN
C1001,2011-05-11,0.346992,0.392852,role,6,False,Accountant,AP,M-FIN
C1002,2011-05-11,0.341932,0.543477,role,6,False,Accountant,AP,M-FIN
C1003,2011-05-11,0.01069,0.299819,role,6,False,Accountant,AP,M-FIN
C1004,2011-05-11,0.096846,0.196679,role,6,False,Accountant,AP,M-FIN
C1005,2011-05-11,0.890003,0.485631,role,6,False,Accountant,AP,M-FIN
C1006,2011-05-11,0.956616,0.598629,role,6,False,Engineer,Platform,M-ENG
C1007,2011-05-11,0.75267,0.967153,role,6,False,Engineer,Platform,M-ENG
C1008,2011-05-11,0.260539,0.428229,role,6,False,Engineer,Platform,M-ENG
C1009,2011-05-11,0.235397,0.543477,role,6,False,Engineer,Platform,M-ENG
C1010,2011-05-11,0.335793,0.487517,role,6,False,Engineer,Platform,M-ENG
C1011,2011-05-11,1.0,0.478372,role,6,False,Engineer,Platform,M-ENG
C1012,2011-05-11,0.09304,0.456781,role,6,False,Administrator,Ops,M-IT
C1013,2011-05-11,0.0,0.487517,role,6,False,Administrator,Ops,M-IT
C1014,2011-05-11,0.178969,0.543477,role,6,False,Administrator,Ops,M-IT
C1015,2011-05-11,0.468117,0.456781,role,6,False,Administrator,Ops,M-IT
C1016,2011-05-11,0.302466,0.467903,role,6,False,Administrator,Ops,M-IT
C1017,2011-05-11,0.319671,0.487517,role,6,False,Administrator,Ops,M-IT
C1018,2011-05-11,0.0,0.551844,department,8,True,Financial Controller,Treasury,M-FIN
C1019,2011-05-11,0.0,0.27461,department,8,True,Financial Controller,Treasury,M-FIN
C1000,2011-05-12,0.902194,0.780921,role,6,False,Accountant,AP,M-FIN
C1001,2011-05-12,0.259724,0.255504,role,6,False,Accountant,AP,M-FIN
C1002,2011-05-12,0.02906,0.299819,role,6,False,Accountant,AP,M-FIN
C1003,2011-05-12,0.0,0.543477,role,6,False,Accountant,AP,M-FIN
C1004,2011-05-12,0.542315,0.497644,role,6,False,Accountant,AP,M-FIN
C1005,2011-05-12,0.846771,0.323667,role,6,False,Accountant,AP,M-FIN
C1006,2011-05-12,0.0,0.205549,role,6,False,Engineer,Platform,M-ENG
C1007,2011-05-12,0.0,0.487517,role,6,False,Engineer,Platform,M-ENG
C1008,2011-05-12,0.0,0.543477,role,6,False,Engineer,Platform,M-ENG
C1009,2011-05-12,0.130331,0.361781,role,6,False,Engineer,Platform,M-ENG
C1010,2011-05-12,0.485784,0.467903,role,6,False,Engineer,Platform,M-ENG
C1011,2011-05-12,0.022039,0.487517,role,6,False,Engineer,Platform,M-ENG
C1012,2011-05-12,0.0,0.487517,role,6,False,Administrator,Ops,M-IT
C1013,2011-05-12,0.085741,0.456781,role,6,False,Administrator,Ops,M-IT
C1014,2011-05-12,0.659238,0.566508,role,6,False,Administrator,Ops,M-IT
C1015,2011-05-12,0.110127,0.543477,role,6,False,Administrator,Ops,M-IT
C1016,2011-05-12,0.249389,0.49514,role,6,False,Administrator,Ops,M-IT
C1017,2011-05-12,0.00699,0.456781,role,6,False,Administrator,Ops,M-IT
C1018,2011-05-12,0.0,0.239264,department,8,True,Financial Controller,Treasury,M-FIN
C1019,2011-05-12,0.720496,0.51795,department,8,True,Financial Controller,Treasury,M-FIN
C1000,2011-05-13,0.919846,0.780921,role,6,False,Accountant,AP,M-FIN
C1001,2011-05-13,0.0,0.465924,role,6,False,Accountant,AP,M-FIN
C1002,2011-05-13,0.0,0.543477,role,6,False,Accountant,AP,M-FIN
C1003,2011-05-13,0.571734,0.361781,role,6,False,Accountant,AP,M-FIN
C1004,2011-05-13,0.290721,0.467903,role,6,False,Accountant,AP,M-FIN
C1005,2011-05-13,0.0,0.392852,role,6,False,Accountant,AP,M-FIN
C1006,2011-05-13,0.103111,0.487517,role,6,False,Engineer,Platform,M-ENG
C1007,2011-05-13,0.0,0.428229,role,6,False,Engineer,Platform,M-ENG
C1008,2011-05-13,0.36811,0.566508,role,6,False,Engineer,Platform,M-ENG
C1009,2011-05-13,0.435034,0.543477,role,6,False,Engineer,Platform,M-ENG
C1010,2011-05-13,0.125803,0.49754,role,6,False,Engineer,Platform,M-ENG
C1011,2011-05-13,0.0,0.199748,role,6,False,Engineer,Platform,M-ENG
C1012,2011-05-13,0.211796,0.456781,role,6,False,Administrator,Ops,M-IT
C1013,2011-05-13,0.638764,0.646011,role,6,False,Administrator,Ops,M-IT
C1014,2011-05-13,0.452844,0.596309,role,6,False,Administrator,Ops,M-IT
C1015,2011-05-13,0.237173,0.456781,role,6,False,Administrator,Ops,M-IT
C1016,2011-05-13,0.022267,0.456781,role,6,False,Administrator,Ops,M-IT
C1017,2011-05-13,0.0,0.526578,role,6,False,Administrator,Ops,M-IT
C1018,2011-05-13,0.0,0.551844,department,8,True,Financial Controller,Treasury,M-FIN
C1019,2011-05-13,0.846771,0.549691,department,8,True,Financial Controller,Treasury,M-FIN
C1000,2011-05-14,0.917838,0.808438,role,6,False,Accountant,AP,M-FIN
C1001,2011-05-14,0.0,0.255504,role,6,False,Accountant,AP,M-FIN
C1002,2011-05-14,0.63934,0.184639,role,6,False,Accountant,AP,M-FIN
C1003,2011-05-14,0.357658,0.388443,role,6,False,Accountant,AP,M-FIN
C1004,2011-05-14,0.0,0.497644,role,6,False,Accountant,AP,M-FIN
C1005,2011-05-14,0.092858,0.255504,role,6,False,Accountant,AP,M-FIN
C1006,2011-05-14,0.230745,0.428229,role,6,False,Engineer,Platform,M-ENG
C1007,2011-05-14,0.0,0.647042,role,6,False,Engineer,Platform,M-ENG
C1008,2011-05-14,0.87394,0.598629,role,6,False,Engineer,Platform,M-ENG
C1009,2011-05-14,0.141533,0.428229,role,6,False,Engineer,Platform,M-ENG
C1010,2011-05-14,0.0,0.199748,role,6,False,Engineer,Platform,M-ENG
C1011,2011-05-14,0.213885,0.527344,role,6,False,Engineer,Platform,M-ENG
C1012,2011-05-14,0.353632,0.487517,role,6,False,Administrator,Ops,M-IT
C1013,2011-05-14,0.487666,0.532993,role,6,False,Administrator,Ops,M-IT
C1014,2011-05-14,0.133106,0.456781,role,6,False,Administrator,Ops,M-IT
C1015,2011-05-14,0.097886,0.543477,role,6,False,Administrator,Ops,M-IT
C1016,2011-05-14,0.0,0.487517,role,6,False,Administrator,Ops,M-IT
C1017,2011-05-14,0.550741,0.456781,role,6,False,Administrator,Ops,M-IT
C1018,2011-05-14,0.0,0.240802,department,8,True,Financial Controller,Treasury,M-FIN
C1019,2011-05-14,0.0,0.473809,department,8,True,Financial Controller,Treasury,M-FIN
C1000,2011-05-15,0.89264,0.808438,role,6,False,Accountant,AP,M-FIN
C1001,2011-05-15,0.652074,0.388443,role,6,False,Accountant,AP,M-FIN
C1002,2011-05-15,0.852604,0.520964,role,6,False,Accountant,AP,M-FIN
C1003,2011-05-15,0.0,0.327193,role,6,False,Accountant,AP,M-FIN
C1004,2011-05-15,0.237806,0.184639,role,6,False,Accountant,AP,M-FIN
C1005,2011-05-15,0.195655,0.388443,role,6,False,Accountant,AP,M-FIN
C1006,2011-05-15,0.147366,0.487517,role,6,False,Engineer,Platform,M-ENG
C1007,2011-05-15,0.22346,0.532993,role,6,False,Engineer,Platform,M-ENG
C1008,2011-05-15,0.000957,0.428229,role,6,False,Engineer,Platform,M-ENG
C1009,2011-05-15,0.0,0.543477,role,6,False,Engineer,Platform,M-ENG
C1010,2011-05-15,0.053228,0.487517,role,6,False,Engineer,Platform,M-ENG
C1011,2011-05-15,0.32645,0.428229,role,6,False,Engineer,Platform,M-ENG
C1012,2011-05-15,0.131581,0.364485,role,6,False,Administrator,Ops,M-IT
C1013,2011-05-15,0.144239,0.487517,role,6,False,Administrator,Ops,M-IT
C1014,2011-05-15,0.068968,0.543477,role,6,False,Administrator,Ops,M-IT
C1015,2011-05-15,0.0,0.299819,role,6,False,Administrator,Ops,M-IT
C1016,2011-05-15,0.679111,0.560656,role,6,False,Administrator,Ops,M-IT
C1017,2011-05-15,0.317597,0.487517,role,6,False,Administrator,Ops,M-IT
C1018,2011-05-15,0.0,0.551844,department,8,True,Financial Controller,Treasury,M-FIN
C1019,2011-05-15,0.113453,0.27461,department,8,True,Financial Controller,Treasury,M-FIN
C1000,2011-05-16,0.628669,0.83861,role,6,False,Accountant,AP,M-FIN
C1001,2011-05-16,1.0,0.255504,role,6,False,Accountant,AP,M-FIN
C1002,2011-05-16,0.0,0.185529,role,6,False,Accountant,AP,M-FIN
C1003,2011-05-16,0.226005,0.388443,role,6,False,Accountant,AP,M-FIN
C1004,2011-05-16,0.067807,0.497644,role,6,False,Accountant,AP,M-FIN
C1005,2011-05-16,0.348988,0.255504,role,6,False,Accountant,AP,M-FIN
C1006,2011-05-16,0.589981,0.428229,role,6,False,Engineer,Platform,M-ENG
C1007,2011-05-16,0.0,0.487517,role,6,False,Engineer,Platform,M-ENG
C1008,2011-05-16,0.0,0.543477,role,6,False,Engineer,Platform,M-ENG
C1009,2011-05-16,0.155276,0.428229,role,6,False,Engineer,Platform,M-ENG
C1010,2011-05-16,0.848038,0.560656,role,6,False,Engineer,Platform,M-ENG
C1011,2011-05-16,0.342083,0.487517,role,6,False,Engineer,Platform,M-ENG
C1012,2011-05-16,0.222951,0.49514,role,6,False,Administrator,Ops,M-IT
C1013,2011-05-16,0.153331,0.456781,role,6,False,Administrator,Ops,M-IT
C1014,2011-05-16,0.0,0.342805,role,6,False,Administrator,Ops,M-IT
C1015,2011-05-16,0.802168,0.646011,role,6,False,Administrator,Ops,M-IT
C1016,2011-05-16,1.0,0.596309,role,6,False,Administrator,Ops,M-IT
C1017,2011-05-16,0.0,0.329819,role,6,False,Administrator,Ops,M-IT
C1018,2011-05-16,0.0,0.198496,department,8,True,Financial Controller,Treasury,M-FIN
C1019,2011-05-16,0.304806,0.473809,department,8,True,Financial Controller,Treasury,M-FIN
C1000,2011-05-17,0.57583,0.83861,role,6,False,Accountant,AP,M-FIN
C1001,2011-05-17,0.0,0.388443,role,6,False,Accountant,AP,M-FIN
C1002,2011-05-17,0.127675,0.520964,role,6,False,Accountant,AP,M-FIN
C1003,2011-05-17,0.130399,0.327193,role,6,False,Accountant,AP,M-FIN
C1004,2011-05-17,0.626634,0.191909,role,6,False,Accountant,AP,M-FIN
C1005,2011-05-17,0.594894,0.388443,role,6,False,Accountant,AP,M-FIN
C1006,2011-05-17,0.267699,0.49754,role,6,False,Engineer,Platform,M-ENG
C1007,2011-05-17,0.0,0.199748,role,6,False,Engineer,Platform,M-ENG
C1008,2011-05-17,0.269678,0.428229,role,6,False,Engineer,Platform,M-ENG
C1009,2011-05-17,0.848038,0.647042,role,6,False,Engineer,Platform,M-ENG
C1010,2011-05-17,0.763247,0.598629,role,6,False,Engineer,Platform,M-ENG
C1011,2011-05-17,0.248917,0.428229,role,6,False,Engineer,Platform,M-ENG
C1012,2011-05-17,0.262871,0.456781,role,6,False,Administrator,Ops,M-IT
C1013,2011-05-17,0.0,0.526578,role,6,False,Administrator,Ops,M-IT
C1014,2011-05-17,0.529417,0.543477,role,6,False,Administrator,Ops,M-IT
C1015,2011-05-17,1.0,0.536606,role,6,False,Administrator,Ops,M-IT
C1016,2011-05-17,0.0,0.199748,role,6,False,Administrator,Ops,M-IT
C1017,2011-05-17,0.236683,0.487517,role,6,False,Administrator,Ops,M-IT
C1018,2011-05-17,0.789371,0.551844,department,8,True,Financial Controller,Treasury,M-FIN
C1019,2011-05-17,0.368399,0.27461,department,8,True,Financial Controller,Treasury,M-FIN
C1000,2011-05-18,0.229204,0.871828,role,6,False,Accountant,AP,M-FIN
C1001,2011-05-18,0.145581,0.255504,role,6,False,Accountant,AP,M-FIN
C1002,2011-05-18,0.350236,0.218945,role,6,False,Accountant,AP,M-FIN
C1003,2011-05-18,0.557471,0.388443,role,6,False,Accountant,AP,M-FIN
C1004,2011-05-18,0.970813,0.497644,role,6,False,Accountant,AP,M-FIN
C1005,2011-05-18,0.364114,0.255504,role,6,False,Accountant,AP,M-FIN
C1006,2011-05-18,0.0,0.199748,role,6,False,Engineer,Platform,M-ENG
C1007,2011-05-18,0.0,0.527344,role,6,False,Engineer,Platform,M-ENG
C1008,2011-05-18,0.540389,0.543477,role,6,False,Engineer,Platform,M-ENG
C1009,2011-05-18,0.787781,0.536606,role,6,False,Engineer,Platform,M-ENG
C1010,2011-05-18,0.155516,0.428229,role,6,False,Engineer,Platform,M-ENG
C1011,2011-05-18,0.186827,0.487517,role,6,False,Engineer,Platform,M-ENG
C1012,2011-05-18,0.0,0.487517,role,6,False,Administrator,Ops,M-IT
C1013,2011-05-18,0.541749,0.47537,role,6,False,Administrator,Ops,M-IT
C1014,2011-05-18,0.544563,0.456781,role,6,False,Administrator,Ops,M-IT
C1015,2011-05-18,0.0,0.543477,role,6,False,Administrator,Ops,M-IT
