id,date,user,pc,url,activity,content
H-C1000-1,05/03/2011 13:05:00,C1000,PC-C1000,https://intranet.dtaa.com/home,WWW Visit,
H-C1001-1,05/03/2011 13:05:00,C1001,PC-C1001,https://intranet.dtaa.com/home,WWW Visit,
H-C1002-1,05/03/2011 13:05:00,C1002,PC-C1002,https://intranet.dtaa.com/home,WWW Visit,
H-C1003-1,05/03/2011 13:05:00,C1003,PC-C1003,https://intranet.dtaa.com/home,WWW Visit,
H-C1004-1,05/03/2011 13:05:00,C1004,PC-C1004,https://intranet.dtaa.com/home,WWW Visit,
H-C1005-1,05/03/2011 13:05:00,C1005,PC-C1005,https://intranet.dtaa.com/home,WWW Visit,
H-C1006-1,05/03/2011 13:05:00,C1006,PC-C1006,https://intranet.dtaa.com/home,WWW Visit,
H-C1007-1,05/03/2011 13:05:00,C1007,PC-C1007,https://intranet.dtaa.com/home,WWW Visit,
H-C1008-1,05/03/2011 13:05:00,C1008,PC-C1008,https://intranet.dtaa.com/home,WWW Visit,
H-C1009-1,05/03/2011 13:05:00,C1009,PC-C1009,https://intranet.dtaa.com/home,WWW Visit,
H-C1010-1,05/03/2011 13:05:00,C1010,PC-C1010,https://intranet.dtaa.com/home,WWW Visit,
H-C1011-1,05/03/2011 13:05:00,C1011,PC-C1011,https://intranet.dtaa.com/home,WWW Visit,
H-C1012-1,05/03/2011 13:05:00,C1012,PC-C1012,https://intranet.dtaa.com/home,WWW Visit,
H-C1013-1,05/03/2011 13:05:00,C1013,PC-C1013,https://intranet.dtaa.com/home,WWW Visit,
H-C1014-1,05/03/2011 13:05:00,C1014,PC-C1014,https://intranet.dtaa.com/home,WWW Visit,
H-C1015-1,05/03/2011 13:05:00,C1015,PC-C1015,https://intranet.dtaa.com/home,WWW Visit,
H-C1016-1,05/03/2011 13:05:00,C1016,PC-C1016,https://intranet.dtaa.com/home,WWW Visit,
H-C1017-1,05/03/2011 13:05:00,C1017,PC-C1017,https://intranet.dtaa.com/home,WWW Visit,
H-C1018-1,05/03/2011 13:05:00,C1018,PC-C1018,https://intranet.dtaa.com/home,WWW Visit,
H-C1019-1,05/03/2011 13:05:00,C1019,PC-C1019,https://intranet.dtaa.com/home,WWW Visit,
H-C1000-2,05/04/2011 13:05:00,C1000,PC-C1000,https://intranet.dtaa.com/home,WWW Visit,
H-C1001-2,05/04/2011 13:05:00,C1001,PC-C1001,https://intranet.dtaa.com/home,WWW Visit,
H-C1002-2,05/04/2011 13:05:00,C1002,PC-C1002,https://intranet.dtaa.com/home,WWW Visit,
H-C1003-2,05/04/2011 13:05:00,C1003,PC-C1003,https://intranet.dtaa.com/home,WWW Visit,
H-C1004-2,05/04/2011 13:05:00,C1004,PC-C1004,https://intranet.dtaa.com/home,WWW Visit,
H-C1005-2,05/04/2011 13:05:00,C1005,PC-C1005,https://intranet.dtaa.com/home,WWW Visit,
H-C1006-2,05/04/2011 13:05:00,C1006,PC-C1006,https://intranet.dtaa.com/home,WWW Visit,
H-C1007-2,05/04/2011 13:05:00,C1007,PC-C1007,https://intranet.dtaa.com/home,WWW Visit,
H-C1008-2,05/04/2011 13:05:00,C1008,PC-C1008,https://intranet.dtaa.com/home,WWW Visit,
H-C1009-2,05/04/2011 13:05:00,C1009,PC-C1009,https://intranet.dtaa.com/home,WWW Visit,
H-C1010-2,05/04/2011 13:05:00,C1010,PC-C1010,https://intranet.dtaa.com/home,WWW Visit,
H-C1011-2,05/04/2011 13:05:00,C1011,PC-C1011,https://intranet.dtaa.com/home,WWW Visit,
H-C1012-2,05/04/2011 13:05:00,C1012,PC-C1012,https://intranet.dtaa.com/home,WWW Visit,
H-C1013-2,05/04/2011 13:05:00,C1013,PC-C1013,https://intranet.dtaa.com/home,WWW Visit,
H-C1014-2,05/04/2011 13:05:00,C1014,PC-C1014,https://intranet.dtaa.com/home,WWW Visit,
H-C1015-2,05/04/2011 13:05:00,C1015,PC-C1015,https://intranet.dtaa.com/home,WWW Visit,
H-C1016-2,05/04/2011 13:05:00,C1016,PC-C1016,https://intranet.dtaa.com/home,WWW Visit,
H-C1017-2,05/04/2011 13:05:00,C1017,PC-C1017,https://intranet.dtaa.com/home,WWW Visit,
H-C1018-2,05/04/2011 13:05:00,C1018,PC-C1018,https://intranet.dtaa.com/home,WWW Visit,
H-C1019-2,05/04/2011 13:05:00,C1019,PC-C1019,https://intranet.dtaa.com/home,WWW Visit,
H-C1000-3,05/05/2011 13:05:00,C1000,PC-C1000,https://intranet.dtaa.com/home,WWW Visit,
H-C1001-3,05/05/2011 13:05:00,C1001,PC-C1001,https://intranet.dtaa.com/home,WWW Visit,
H-C1002-3,05/05/2011 13:05:00,C1002,PC-C1002,https://intranet.dtaa.com/home,WWW Visit,
H-C1003-3,05/05/2011 13:05:00,C1003,PC-C1003,https://intranet.dtaa.com/home,WWW Visit,
H-C1004-3,05/05/2011 13:05:00,C1004,PC-C1004,https://intranet.dtaa.com/home,WWW Visit,
H-C1005-3,05/05/2011 13:05:00,C1005,PC-C1005,https://intranet.dtaa.com/home,WWW Visit,
H-C1006-3,05/05/2011 13:05:00,C1006,PC-C1006,https://intranet.dtaa.com/home,WWW Visit,
H-C1007-3,05/05/2011 13:05:00,C1007,PC-C1007,https://intranet.dtaa.com/home,WWW Visit,
H-C1008-3,05/05/2011 13:05:00,C1008,PC-C1008,https://intranet.dtaa.com/home,WWW Visit,
H-C1009-3,05/05/2011 13:05:00,C1009,PC-C1009,https://intranet.dtaa.com/home,WWW Visit,
H-C1010-3,05/05/2011 13:05:00,C1010,PC-C1010,https://intranet.dtaa.com/home,WWW Visit,
H-C1011-3,05/05/2011 13:05:00,C1011,PC-C1011,https://intranet.dtaa.com/home,WWW Visit,
H-C1012-3,05/05/2011 13:05:00,C1012,PC-C1012,https://intranet.dtaa.com/home,WWW Visit,
H-C1013-3,05/05/2011 13:05:00,C1013,PC-C1013,https://intranet.dtaa.com/home,WWW Visit,
H-C1014-3,05/05/2011 13:05:00,C1014,PC-C1014,https://intranet.dtaa.com/home,WWW Visit,
H-C1015-3,05/05/2011 13:05:00,C1015,PC-C1015,https://intranet.dtaa.com/home,WWW Visit,
H-C1016-3,05/05/2011 13:05:00,C1016,PC-C1016,https://intranet.dtaa.com/home,WWW Visit,
H-C1017-3,05/05/2011 13:05:00,C1017,PC-C1017,https://intranet.dtaa.com/home,WWW Visit,
H-C1018-3,05/05/2011 13:05:00,C1018,PC-C1018,https://intranet.dtaa.com/home,WWW Visit,
H-C1019-3,05/05/2011 13:05:00,C1019,PC-C1019,https://intranet.dtaa.com/home,WWW Visit,
H-C1000-4,05/06/2011 13:05:00,C1000,PC-C1000,https://intranet.dtaa.com/home,WWW Visit,
H-C1001-4,05/06/2011 13:05:00,C1001,PC-C1001,https://intranet.dtaa.com/home,WWW Visit,
H-C1002-4,05/06/2011 13:05:00,C1002,PC-C1002,https://intranet.dtaa.com/home,WWW Visit,
H-C1003-4,05/06/2011 13:05:00,C1003,PC-C1003,https://intranet.dtaa.com/home,WWW Visit,
H-C1004-4,05/06/2011 13:05:00,C1004,PC-C1004,https://intranet.dtaa.com/home,WWW Visit,
H-C1005-4,05/06/2011 13:05:00,C1005,PC-C1005,https://intranet.dtaa.com/home,WWW Visit,
H-C1006-4,05/06/2011 13:05:00,C1006,PC-C1006,https://intranet.dtaa.com/home,WWW Visit,
H-C1007-4,05/06/2011 13:05:00,C1007,PC-C1007,https://intranet.dtaa.com/home,WWW Visit,
H-C1008-4,05/06/2011 13:05:00,C1008,PC-C1008,https://intranet.dtaa.com/home,WWW Visit,
H-C1009-4,05/06/2011 13:05:00,C1009,PC-C1009,https://intranet.dtaa.com/home,WWW Visit,
H-C1010-4,05/06/2011 13:05:00,C1010,PC-C1010,https://intranet.dtaa.com/home,WWW Visit,
H-C1011-4,05/06/2011 13:05:00,C1011,PC-C1011,https://intranet.dtaa.com/home,WWW Visit,
H-C1012-4,05/06/2011 13:05:00,C1012,PC-C1012,https://intranet.dtaa.com/home,WWW Visit,
H-C1013-4,05/06/2011 13:05:00,C1013,PC-C1013,https://intranet.dtaa.com/home,WWW Visit,
H-C1014-4,05/06/2011 13:05:00,C1014,PC-C1014,https://intranet.dtaa.com/home,WWW Visit,
H-C1015-4,05/06/2011 13:05:00,C1015,PC-C1015,https://intranet.dtaa.com/home,WWW Visit,
H-C1016-4,05/06/2011 13:05:00,C1016,PC-C1016,https://intranet.dtaa.com/home,WWW Visit,
H-C1017-4,05/06/2011 13:05:00,C1017,PC-C1017,https://intranet.dtaa.com/home,WWW Visit,
H-C1018-4,05/06/2011 13:05:00,C1018,PC-C1018,https://intranet.dtaa.com/home,WWW Visit,
H-C1019-4,05/06/2011 13:05:00,C1019,PC-C1019,https://intranet.dtaa.com/home,WWW Visit,
H-C1000-5,05/07/2011 13:05:00,C1000,PC-C1000,https://intranet.dtaa.com/home,WWW Visit,
H-C1001-5,05/07/2011 13:05:00,C1001,PC-C1001,https://intranet.dtaa.com/home,WWW Visit,
H-C1002-5,05/07/2011 13:05:00,C1002,PC-C1002,https://intranet.dtaa.com/home,WWW Visit,
H-C1003-5,05/07/2011 13:05:00,C1003,PC-C1003,https://intranet.dtaa.com/home,WWW Visit,
H-C1004-5,05/07/2011 13:05:00,C1004,PC-C1004,https://intranet.dtaa.com/home,WWW Visit,
H-C1005-5,05/07/2011 13:05:00,C1005,PC-C1005,https://intranet.dtaa.com/home,WWW Visit,
H-C1006-5,05/07/2011 13:05:00,C1006,PC-C1006,https://intranet.dtaa.com/home,WWW Visit,
H-C1007-5,05/07/2011 13:05:00,C1007,PC-C1007,https://intranet.dtaa.com/home,WWW Visit,
H-C1008-5,05/07/2011 13:05:00,C1008,PC-C1008,https://intranet.dtaa.com/home,WWW Visit,
H-C1009-5,05/07/2011 13:05:00,C1009,PC-C1009,https://intranet.dtaa.com/home,WWW Visit,
H-C1010-5,05/07/2011 13:05:00,C1010,PC-C1010,https://intranet.dtaa.com/home,WWW Visit,
H-C1011-5,05/07/2011 13:05:00,C1011,PC-C1011,https://intranet.dtaa.com/home,WWW Visit,
H-C1012-5,05/07/2011 13:05:00,C1012,PC-C1012,https://intranet.dtaa.com/home,WWW Visit,
H-C1013-5,05/07/2011 13:05:00,C1013,PC-C1013,https://intranet.dtaa.com/home,WWW Visit,
H-C1014-5,05/07/2011 13:05:00,C1014,PC-C1014,https://intranet.dtaa.com/home,WWW Visit,
H-C1015-5,05/07/2011 13:05:00,C1015,PC-C1015,https://intranet.dtaa.com/home,WWW Visit,
H-C1016-5,05/07/2011 13:05:00,C1016,PC-C1016,https://intranet.dtaa.com/home,WWW Visit,
H-C1017-5,05/07/2011 13:05:00,C1017,PC-C1017,https://intranet.dtaa.com/home,WWW Visit,
H-C1018-5,05/07/2011 13:05:00,C1018,PC-C1018,https://intranet.dtaa.com/home,WWW Visit,
H-C1019-5,05/07/2011 13:05:00,C1019,PC-C1019,https://intranet.dtaa.com/home,WWW Visit,
H-C1000-6,05/08/2011 13:05:00,C1000,PC-C1000,https://intranet.dtaa.com/home,WWW Visit,
H-C1001-6,05/08/2011 13:05:00,C1001,PC-C1001,https://intranet.dtaa.com/home,WWW Visit,
H-C1002-6,05/08/2011 13:05:00,C1002,PC-C1002,https://intranet.dtaa.com/home,WWW Visit,
H-C1003-6,05/08/2011 13:05:00,C1003,PC-C1003,https://intranet.dtaa.com/home,WWW Visit,
H-C1004-6,05/08/2011 13:05:00,C1004,PC-C1004,https://intranet.dtaa.com/home,WWW Visit,
H-C1005-6,05/08/2011 13:05:00,C1005,PC-C1005,https://intranet.dtaa.com/home,WWW Visit,
H-C1006-6,05/08/2011 13:05:00,C1006,PC-C1006,https://intranet.dtaa.com/home,WWW Visit,
H-C1007-6,05/08/2011 13:05:00,C1007,PC-C1007,https://intranet.dtaa.com/home,WWW Visit,
H-C1008-6,05/08/2011 13:05:00,C1008,PC-C1008,https://intranet.dtaa.com/home,WWW Visit,
H-C1009-6,05/08/2011 13:05:00,C1009,PC-C1009,https://intranet.dtaa.com/home,WWW Visit,
H-C1010-6,05/08/2011 13:05:00,C1010,PC-C1010,https://intranet.dtaa.com/home,WWW Visit,
H-C1011-6,05/08/2011 13:05:00,C1011,PC-C1011,https://intranet.dtaa.com/home,WWW Visit,
H-C1012-6,05/08/2011 13:05:00,C1012,PC-C1012,https://intranet.dtaa.com/home,WWW Visit,
H-C1013-6,05/08/2011 13:05:00,C1013,PC-C1013,https://intranet.dtaa.com/home,WWW Visit,
H-C1014-6,05/08/2011 13:05:00,C1014,PC-C1014,https://intranet.dtaa.com/home,WWW Visit,
H-C1015-6,05/08/2011 13:05:00,C1015,PC-C1015,https://intranet.dtaa.com/home,WWW Visit,
H-C1016-6,05/08/2011 13:05:00,C1016,PC-C1016,https://intranet.dtaa.com/home,WWW Visit,
H-C1017-6,05/08/2011 13:05:00,C1017,PC-C1017,https://intranet.dtaa.com/home,WWW Visit,
H-C1018-6,05/08/2011 13:05:00,C1018,PC-C1018,https://intranet.dtaa.com/home,WWW Visit,
H-C1019-6,05/08/2011 13:05:00,C1019,PC-C1019,https://intranet.dtaa.com/home,WWW Visit,
H-C1000-7,05/09/2011 13:05:00,C1000,PC-C1000,https://intranet.dtaa.com/home,WWW Visit,
H-C1001-7,05/09/2011 13:05:00,C1001,PC-C1001,https://intranet.dtaa.com/home,WWW Visit,
H-C1002-7,05/09/2011 13:05:00,C1002,PC-C1002,https://intranet.dtaa.com/home,WWW Visit,
H-C1003-7,05/09/2011 13:05:00,C1003,PC-C1003,https://intranet.dtaa.com/home,WWW Visit,
H-C1004-7,05/09/2011 13:05:00,C1004,PC-C1004,https://intranet.dtaa.com/home,WWW Visit,
H-C1005-7,05/09/2011 13:05:00,C1005,PC-C1005,https://intranet.dtaa.com/home,WWW Visit,
H-C1006-7,05/09/2011 13:05:00,C1006,PC-C1006,https://intranet.dtaa.com/home,WWW Visit,
H-C1007-7,05/09/2011 13:05:00,C1007,PC-C1007,https://intranet.dtaa.com/home,WWW Visit,
H-C1008-7,05/09/2011 13:05:00,C1008,PC-C1008,https://intranet.dtaa.com/home,WWW Visit,
H-C1009-7,05/09/2011 13:05:00,C1009,PC-C1009,https://intranet.dtaa.com/home,WWW Visit,
H-C1010-7,05/09/2011 13:05:00,C1010,PC-C1010,https://intranet.dtaa.com/home,WWW Visit,
H-C1011-7,05/09/2011 13:05:00,C1011,PC-C1011,https://intranet.dtaa.com/home,WWW Visit,
H-C1012-7,05/09/2011 13:05:00,C1012,PC-C1012,https://intranet.dtaa.com/home,WWW Visit,
H-C1013-7,05/09/2011 13:05:00,C1013,PC-C1013,https://intranet.dtaa.com/home,WWW Visit,
H-C1014-7,05/09/2011 13:05:00,C1014,PC-C1014,https://intranet.dtaa.com/home,WWW Visit,
H-C1015-7,05/09/2011 13:05:00,C1015,PC-C1015,https://intranet.dtaa.com/home,WWW Visit,
H-C1016-7,05/09/2011 13:05:00,C1016,PC-C1016,https://intranet.dtaa.com/home,WWW Visit,
H-C1017-7,05/09/2011 13:05:00,C1017,PC-C1017,https://intranet.dtaa.com/home,WWW Visit,
H-C1018-7,05/09/2011 13:05:00,C1018,PC-C1018,https://intranet.dtaa.com/home,WWW Visit,
H-C1019-7,05/09/2011 13:05:00,C1019,PC-C1019,https://intranet.dtaa.com/home,WWW Visit,
H-C1000-8,05/10/2011 13:05:00,C1000,PC-C1000,https://intranet.dtaa.com/home,WWW Visit,
H-C1001-8,05/10/2011 13:05:00,C1001,PC-C1001,https://intranet.dtaa.com/home,WWW Visit,
H-C1002-8,05/10/2011 13:05:00,C1002,PC-C1002,https://intranet.dtaa.com/home,WWW Visit,
H-C1003-8,05/10/2011 13:05:00,C1003,PC-C1003,https://intranet.dtaa.com/home,WWW Visit,
H-C1004-8,05/10/2011 13:05:00,C1004,PC-C1004,https://intranet.dtaa.com/home,WWW Visit,
H-C1005-8,05/10/2011 13:05:00,C1005,PC-C1005,https://intranet.dtaa.com/home,WWW Visit,
H-C1006-8,05/10/2011 13:05:00,C1006,PC-C1006,https://intranet.dtaa.com/home,WWW Visit,
H-C1007-8,05/10/2011 13:05:00,C1007,PC-C1007,https://intranet.dtaa.com/home,WWW Visit,
H-C1008-8,05/10/2011 13:05:00,C1008,PC-C1008,https://intranet.dtaa.com/home,WWW Visit,
H-C1009-8,05/10/2011 13:05:00,C1009,PC-C1009,https://intranet.dtaa.com/home,WWW Visit,
H-C1010-8,05/10/2011 13:05:00,C1010,PC-C1010,https://intranet.dtaa.com/home,WWW Visit,
H-C1011-8,05/10/2011 13:05:00,C1011,PC-C1011,https://intranet.dtaa.com/home,WWW Visit,
H-C1012-8,05/10/2011 13:05:00,C1012,PC-C1012,https://intranet.dtaa.com/home,WWW Visit,
H-C1013-8,05/10/2011 13:05:00,C1013,PC-C1013,https://intranet.dtaa.com/home,WWW Visit,
H-C1014-8,05/10/2011 13:05:00,C1014,PC-C1014,https://intranet.dtaa.com/home,WWW Visit,
H-C1015-8,05/10/2011 13:05:00,C1015,PC-C1015,https://intranet.dtaa.com/home,WWW Visit,
H-C1016-8,05/10/2011 13:05:00,C1016,PC-C1016,https://intranet.dtaa.com/home,WWW Visit,
H-C1017-8,05/10/2011 13:05:00,C1017,PC-C1017,https://intranet.dtaa.com/home,WWW Visit,
H-C1018-8,05/10/2011 13:05:00,C1018,PC-C1018,https://intranet.dtaa.com/home,WWW Visit,
H-C1019-8,05/10/2011 13:05:00,C1019,PC-C1019,https://intranet.dtaa.com/home,WWW Visit,
H-C1000-9,05/11/2011 13:05:00,C1000,PC-C1000,https://intranet.dtaa.com/home,WWW Visit,
H-C1001-9,05/11/2011 13:05:00,C1001,PC-C1001,https://intranet.dtaa.com/home,WWW Visit,
H-C1002-9,05/11/2011 13:05:00,C1002,PC-C1002,https://intranet.dtaa.com/home,WWW Visit,
H-C1003-9,05/11/2011 13:05:00,C1003,PC-C1003,https://intranet.dtaa.com/home,WWW Visit,
H-C1004-9,05/11/2011 13:05:00,C1004,PC-C1004,https://intranet.dtaa.com/home,WWW Visit,
H-C1005-9,05/11/2011 13:05:00,C1005,PC-C1005,https://intranet.dtaa.com/home,WWW Visit,
H-C1006-9,05/11/2011 13:05:00,C1006,PC-C1006,https://intranet.dtaa.com/home,WWW Visit,
H-C1007-9,05/11/2011 13:05:00,C1007,PC-C1007,https://intranet.dtaa.com/home,WWW Visit,
H-C1008-9,05/11/2011 13:05:00,C1008,PC-C1008,https://intranet.dtaa.com/home,WWW Visit,
H-C1009-9,05/11/2011 13:05:00,C1009,PC-C1009,https://intranet.dtaa.com/home,WWW Visit,
H-C1010-9,05/11/2011 13:05:00,C1010,PC-C1010,https://intranet.dtaa.com/home,WWW Visit,
H-C1011-9,05/11/2011 13:05:00,C1011,PC-C1011,https://intranet.dtaa.com/home,WWW Visit,
H-C1012-9,05/11/2011 13:05:00,C1012,PC-C1012,https://intranet.dtaa.com/home,WWW Visit,
H-C1013-9,05/11/2011 13:05:00,C1013,PC-C1013,https://intranet.dtaa.com/home,WWW Visit,
H-C1014-9,05/11/2011 13:05:00,C1014,PC-C1014,https://intranet.dtaa.com/home,WWW Visit,
H-C1015-9,05/11/2011 13:05:00,C1015,PC-C1015,https://intranet.dtaa.com/home,WWW Visit,
H-C1016-9,05/11/2011 13:05:00,C1016,PC-C1016,https://intranet.dtaa.com/home,WWW Visit,
H-C1017-9,05/11/2011 13:05:00,C1017,PC-C1017,https://intranet.dtaa.com/home,WWW Visit,
H-C1018-9,05/11/2011 13:05:00,C1018,PC-C1018,https://intranet.dtaa.com/home,WWW Visit,
H-C1019-9,05/11/2011 13:05:00,C1019,PC-C1019,https://intranet.dtaa.com/home,WWW Visit,
H-C1000-10,05/12/2011 13:05:00,C1000,PC-C1000,https://intranet.dtaa.com/home,WWW Visit,
H-C1001-10,05/12/2011 13:05:00,C1001,PC-C1001,https://intranet.dtaa.com/home,WWW Visit,
H-C1002-10,05/12/2011 13:05:00,C1002,PC-C1002,https://intranet.dtaa.com/home,WWW Visit,
H-C1003-10,05/12/2011 13:05:00,C1003,PC-C1003,https://intranet.dtaa.com/home,WWW Visit,
H-C1004-10,05/12/2011 13:05:00,C1004,PC-C1004,https://intranet.dtaa.com/home,WWW Visit,
H-C1005-10,05/12/2011 13:05:00,C1005,PC-C1005,https://intranet.dtaa.com/home,WWW Visit,
H-C1006-10,05/12/2011 13:05:00,C1006,PC-C1006,https://intranet.dtaa.com/home,WWW Visit,
H-C1007-10,05/12/2011 13:05:00,C1007,PC-C1007,https://intranet.dtaa.com/home,WWW Visit,
H-C1008-10,05/12/2011 13:05:00,C1008,PC-C1008,https://intranet.dtaa.com/home,WWW Visit,
H-C1009-10,05/12/2011 13:05:00,C1009,PC-C1009,https://intranet.dtaa.com/home,WWW Visit,
H-C1010-10,05/12/2011 13:05:00,C1010,PC-C1010,https://intranet.dtaa.com/home,WWW Visit,
H-C1011-10,05/12/2011 13:05:00,C1011,PC-C1011,https://intranet.dtaa.com/home,WWW Visit,
H-C1012-10,05/12/2011 13:05:00,C1012,PC-C1012,https://intranet.dtaa.com/home,WWW Visit,
H-C1013-10,05/12/2011 13:05:00,C1013,PC-C1013,https://intranet.dtaa.com/home,WWW Visit,
H-C1014-10,05/12/2011 13:05:00,C1014,PC-C1014,https://intranet.dtaa.com/home,WWW Visit,
H-C1015-10,05/12/2011 13:05:00,C1015,PC-C1015,https://intranet.dtaa.com/home,WWW Visit,
H-C1016-10,05/12/2011 13:05:00,C1016,PC-C1016,https://intranet.dtaa.com/home,WWW Visit,
H-C1017-10,05/12/2011 13:05:00,C1017,PC-C1017,https://intranet.dtaa.com/home,WWW Visit,
H-C1018-10,05/12/2011 13:05:00,C1018,PC-C1018,https://intranet.dtaa.com/home,WWW Visit,
H-C1019-10,05/12/2011 13:05:00,C1019,PC-C1019,https://intranet.dtaa.com/home,WWW Visit,
H-C1000-11,05/13/2011 13:05:00,C1000,PC-C1000,https://intranet.dtaa.com/home,WWW Visit,
H-C1001-11,05/13/2011 13:05:00,C1001,PC-C1001,https://intranet.dtaa.com/home,WWW Visit,
H-C1002-11,05/13/2011 13:05:00,C1002,PC-C1002,https://intranet.dtaa.com/home,WWW Visit,
H-C1003-11,05/13/2011 13:05:00,C1003,PC-C1003,https://intranet.dtaa.com/home,WWW Visit,
H-C1004-11,05/13/2011 13:05:00,C1004,PC-C1004,https://intranet.dtaa.com/home,WWW Visit,
H-C1005-11,05/13/2011 13:05:00,C1005,PC-C1005,https://intranet.dtaa.com/home,WWW Visit,
H-C1006-11,05/13/2011 13:05:00,C1006,PC-C1006,https://intranet.dtaa.com/home,WWW Visit,
H-C1007-11,05/13/2011 13:05:00,C1007,PC-C1007,https://intranet.dtaa.com/home,WWW Visit,
H-C1008-11,05/13/2011 13:05:00,C1008,PC-C1008,https://intranet.dtaa.com/home,WWW Visit,
H-C1009-11,05/13/2011 13:05:00,C1009,PC-C1009,https://intranet.dtaa.com/home,WWW Visit,
H-C1010-11,05/13/2011 13:05:00,C1010,PC-C1010,https://intranet.dtaa.com/home,WWW Visit,
H-C1011-11,05/13/2011 13:05:00,C1011,PC-C1011,https://intranet.dtaa.com/home,WWW Visit,
H-C1012-11,05/13/2011 13:05:00,C1012,PC-C1012,https://intranet.dtaa.com/home,WWW Visit,
H-C1013-11,05/13/2011 13:05:00,C1013,PC-C1013,https://intranet.dtaa.com/home,WWW Visit,
H-C1014-11,05/13/2011 13:05:00,C1014,PC-C1014,https://intranet.dtaa.com/home,WWW Visit,
H-C1015-11,05/13/2011 13:05:00,C1015,PC-C1015,https://intranet.dtaa.com/home,WWW Visit,
H-C1016-11,05/13/2011 13:05:00,C1016,PC-C1016,https://intranet.dtaa.com/home,WWW Visit,
H-C1017-11,05/13/2011 13:05:00,C1017,PC-C1017,https://intranet.dtaa.com/home,WWW Visit,
H-C1018-11,05/13/2011 13:05:00,C1018,PC-C1018,https://intranet.dtaa.com/home,WWW Visit,
H-C1019-11,05/13/2011 13:05:00,C1019,PC-C1019,https://intranet.dtaa.com/home,WWW Visit,
H-C1000-12,05/14/2011 13:05:00,C1000,PC-C1000,https://intranet.dtaa.com/home,WWW Visit,
H-C1001-12,05/14/2011 13:05:00,C1001,PC-C1001,https://intranet.dtaa.com/home,WWW Visit,
H-C1002-12,05/14/2011 13:05:00,C1002,PC-C1002,https://intranet.dtaa.com/home,WWW Visit,
H-C1003-12,05/14/2011 13:05:00,C1003,PC-C1003,https://intranet.dtaa.com/home,WWW Visit,
H-C1004-12,05/14/2011 13:05:00,C1004,PC-C1004,https://intranet.dtaa.com/home,WWW Visit,
H-C1005-12,05/14/2011 13:05:00,C1005,PC-C1005,https://intranet.dtaa.com/home,WWW Visit,
H-C1006-12,05/14/2011 13:05:00,C1006,PC-C1006,https://intranet.dtaa.com/home,WWW Visit,
H-C1007-12,05/14/2011 13:05:00,C1007,PC-C1007,https://intranet.dtaa.com/home,WWW Visit,
H-C1008-12,05/14/2011 13:05:00,C1008,PC-C1008,https://intranet.dtaa.com/home,WWW Visit,
H-C1009-12,05/14/2011 13:05:00,C1009,PC-C1009,https://intranet.dtaa.com/home,WWW Visit,
H-C1010-12,05/14/2011 13:05:00,C1010,PC-C1010,https://intranet.dtaa.com/home,WWW Visit,
H-C1011-12,05/14/2011 13:05:00,C1011,PC-C1011,https://intranet.dtaa.com/home,WWW Visit,
H-C1012-12,05/14/2011 13:05:00,C1012,PC-C1012,https://intranet.dtaa.com/home,WWW Visit,
