id,date,user,pc,filename,activity,to_removable_media,from_removable_media,content
F-C1017-0-1,05/02/2011 11:01:00,C1017,PC-C1017,C:\docs\report_1.pdf,File Open,False,False,
F-C1017-0-2,05/02/2011 11:02:00,C1017,PC-C1017,C:\docs\report_2.pdf,File Open,False,False,
F-C1017-0-3,05/02/2011 11:03:00,C1017,PC-C1017,C:\docs\report_3.pdf,File Open,False,False,
F-C1017-0-4,05/02/2011 11:04:00,C1017,PC-C1017,C:\docs\report_4.pdf,File Open,False,False,
F-C1017-0-5,05/02/2011 11:05:00,C1017,PC-C1017,C:\docs\report_5.pdf,File Open,False,False,
F-C1017-0-6,05/02/2011 11:06:00,C1017,PC-C1017,C:\docs\report_6.pdf,File Open,False,False,
F-C1017-0-7,05/02/2011 11:07:00,C1017,PC-C1017,C:\docs\report_7.pdf,File Open,False,False,
F-C1017-0-8,05/02/2011 11:08:00,C1017,PC-C1017,C:\docs\report_8.pdf,File Open,False,False,
F-C1017-0-9,05/02/2011 11:09:00,C1017,PC-C1017,C:\docs\report_9.pdf,File Open,False,False,
F-C1018-0-0,05/02/2011 11:00:00,C1018,PC-C1018,C:\docs\report_0.pdf,File Open,False,False,
F-C1018-0-1,05/02/2011 11:01:00,C1018,PC-C1018,C:\docs\report_1.pdf,File Open,False,False,
F-C1018-0-2,05/02/2011 11:02:00,C1018,PC-C1018,C:\docs\report_2.pdf,File Open,False,False,
F-C1018-0-3,05/02/2011 11:03:00,C1018,PC-C1018,C:\docs\report_3.pdf,File Open,False,False,
F-C1018-0-4,05/02/2011 11:04:00,C1018,PC-C1018,C:\docs\report_4.pdf,File Open,False,False,
F-C1018-0-5,05/02/2011 11:05:00,C1018,PC-C1018,C:\docs\report_5.pdf,File Open,False,False,
F-C1018-0-6,05/02/2011 11:06:00,C1018,PC-C1018,C:\docs\report_6.pdf,File Open,False,False,
F-C1018-0-7,05/02/2011 11:07:00,C1018,PC-C1018,C:\docs\report_7.pdf,File Open,False,False,
F-C1019-0-0,05/02/2011 11:00:00,C1019,PC-C1019,C:\docs\report_0.pdf,File Open,False,False,
F-C1019-0-1,05/02/2011 11:01:00,C1019,PC-C1019,C:\docs\report_1.pdf,File Open,False,False,
F-C1019-0-2,05/02/2011 11:02:00,C1019,PC-C1019,C:\docs\report_2.pdf,File Open,False,False,
F-C1019-0-3,05/02/2011 11:03:00,C1019,PC-C1019,C:\docs\report_3.pdf,File Open,False,False,
F-C1019-0-4,05/02/2011 11:04:00,C1019,PC-C1019,C:\docs\report_4.pdf,File Open,False,False,
F-C1019-0-5,05/02/2011 11:05:00,C1019,PC-C1019,C:\docs\report_5.pdf,File Open,False,False,
F-C1019-0-6,05/02/2011 11:06:00,C1019,PC-C1019,C:\docs\report_6.pdf,File Open,False,False,
F-C1019-0-7,05/02/2011 11:07:00,C1019,PC-C1019,C:\docs\report_7.pdf,File Open,False,False,
F-C1019-0-8,05/02/2011 11:08:00,C1019,PC-C1019,C:\docs\report_8.pdf,File Open,False,False,
F-C1000-1-0,05/03/2011 11:00:00,C1000,PC-C1000,C:\docs\report_0.pdf,File Open,False,False,
F-C1000-1-1,05/03/2011 11:01:00,C1000,PC-C1000,C:\docs\report_1.pdf,File Open,False,False,
F-C1000-1-2,05/03/2011 11:02:00,C1000,PC-C1000,C:\docs\report_2.pdf,File Open,False,False,
F-C1000-1-3,05/03/2011 11:03:00,C1000,PC-C1000,C:\docs\report_3.pdf,File Open,False,False,
F-C1000-1-4,05/03/2011 11:04:00,C1000,PC-C1000,C:\docs\report_4.pdf,File Open,False,False,
F-C1000-1-5,05/03/2011 11:05:00,C1000,PC-C1000,C:\docs\report_5.pdf,File Open,False,False,
F-C1000-1-6,05/03/2011 11:06:00,C1000,PC-C1000,C:\docs\report_6.pdf,File Open,False,False,
F-C1000-1-7,05/03/2011 11:07:00,C1000,PC-C1000,C:\docs\report_7.pdf,File Open,False,False,
F-C1000-1-8,05/03/2011 11:08:00,C1000,PC-C1000,C:\docs\report_8.pdf,File Open,False,False,
F-C1001-1-0,05/03/2011 11:00:00,C1001,PC-C1001,C:\docs\report_0.pdf,File Open,False,False,
F-C1001-1-1,05/03/2011 11:01:00,C1001,PC-C1001,C:\docs\report_1.pdf,File Open,False,False,
F-C1001-1-2,05/03/2011 11:02:00,C1001,PC-C1001,C:\docs\report_2.pdf,File Open,False,False,
F-C1001-1-3,05/03/2011 11:03:00,C1001,PC-C1001,C:\docs\report_3.pdf,File Open,False,False,
F-C1001-1-4,05/03/2011 11:04:00,C1001,PC-C1001,C:\docs\report_4.pdf,File Open,False,False,
F-C1001-1-5,05/03/2011 11:05:00,C1001,PC-C1001,C:\docs\report_5.pdf,File Open,False,False,
F-C1001-1-6,05/03/2011 11:06:00,C1001,PC-C1001,C:\docs\report_6.pdf,File Open,False,False,
F-C1001-1-7,05/03/2011 11:07:00,C1001,PC-C1001,C:\docs\report_7.pdf,File Open,False,False,
F-C1001-1-8,05/03/2011 11:08:00,C1001,PC-C1001,C:\docs\report_8.pdf,File Open,False,False,
F-C1001-1-9,05/03/2011 11:09:00,C1001,PC-C1001,C:\docs\report_9.pdf,File Open,False,False,
F-C1002-1-0,05/03/2011 11:00:00,C1002,PC-C1002,C:\docs\report_0.pdf,File Open,False,False,
F-C1002-1-1,05/03/2011 11:01:00,C1002,PC-C1002,C:\docs\report_1.pdf,File Open,False,False,
F-C1002-1-2,05/03/2011 11:02:00,C1002,PC-C1002,C:\docs\report_2.pdf,File Open,False,False,
F-C1002-1-3,05/03/2011 11:03:00,C1002,PC-C1002,C:\docs\report_3.pdf,File Open,False,False,
F-C1002-1-4,05/03/2011 11:04:00,C1002,PC-C1002,C:\docs\report_4.pdf,File Open,False,False,
F-C1002-1-5,05/03/2011 11:05:00,C1002,PC-C1002,C:\docs\report_5.pdf,File Open,False,False,
F-C1002-1-6,05/03/2011 11:06:00,C1002,PC-C1002,C:\docs\report_6.pdf,File Open,False,False,
F-C1002-1-7,05/03/2011 11:07:00,C1002,PC-C1002,C:\docs\report_7.pdf,File Open,False,False,
F-C1003-1-0,05/03/2011 11:00:00,C1003,PC-C1003,C:\docs\report_0.pdf,File Open,False,False,
F-C1003-1-1,05/03/2011 11:01:00,C1003,PC-C1003,C:\docs\report_1.pdf,File Open,False,False,
F-C1003-1-2,05/03/2011 11:02:00,C1003,PC-C1003,C:\docs\report_2.pdf,File Open,False,False,
F-C1003-1-3,05/03/2011 11:03:00,C1003,PC-C1003,C:\docs\report_3.pdf,File Open,False,False,
F-C1003-1-4,05/03/2011 11:04:00,C1003,PC-C1003,C:\docs\report_4.pdf,File Open,False,False,
F-C1003-1-5,05/03/2011 11:05:00,C1003,PC-C1003,C:\docs\report_5.pdf,File Open,False,False,
F-C1003-1-6,05/03/2011 11:06:00,C1003,PC-C1003,C:\docs\report_6.pdf,File Open,False,False,
F-C1003-1-7,05/03/2011 11:07:00,C1003,PC-C1003,C:\docs\report_7.pdf,File Open,False,False,
F-C1003-1-8,05/03/2011 11:08:00,C1003,PC-C1003,C:\docs\report_8.pdf,File Open,False,False,
F-C1004-1-0,05/03/2011 11:00:00,C1004,PC-C1004,C:\docs\report_0.pdf,File Open,False,False,
F-C1004-1-1,05/03/2011 11:01:00,C1004,PC-C1004,C:\docs\report_1.pdf,File Open,False,False,
F-C1004-1-2,05/03/2011 11:02:00,C1004,PC-C1004,C:\docs\report_2.pdf,File Open,False,False,
F-C1004-1-3,05/03/2011 11:03:00,C1004,PC-C1004,C:\docs\report_3.pdf,File Open,False,False,
F-C1004-1-4,05/03/2011 11:04:00,C1004,PC-C1004,C:\docs\report_4.pdf,File Open,False,False,
F-C1004-1-5,05/03/2011 11:05:00,C1004,PC-C1004,C:\docs\report_5.pdf,File Open,False,False,
F-C1004-1-6,05/03/2011 11:06:00,C1004,PC-C1004,C:\docs\report_6.pdf,File Open,False,False,
F-C1004-1-7,05/03/2011 11:07:00,C1004,PC-C1004,C:\docs\report_7.pdf,File Open,False,False,
F-C1004-1-8,05/03/2011 11:08:00,C1004,PC-C1004,C:\docs\report_8.pdf,File Open,False,False,
F-C1004-1-9,05/03/2011 11:09:00,C1004,PC-C1004,C:\docs\report_9.pdf,File Open,False,False,
F-C1005-1-0,05/03/2011 11:00:00,C1005,PC-C1005,C:\docs\report_0.pdf,File Open,False,False,
F-C1005-1-1,05/03/2011 11:01:00,C1005,PC-C1005,C:\docs\report_1.pdf,File Open,False,False,
F-C1005-1-2,05/03/2011 11:02:00,C1005,PC-C1005,C:\docs\report_2.pdf,File Open,False,False,
F-C1005-1-3,05/03/2011 11:03:00,C1005,PC-C1005,C:\docs\report_3.pdf,File Open,False,False,
F-C1005-1-4,05/03/2011 11:04:00,C1005,PC-C1005,C:\docs\report_4.pdf,File Open,False,False,
F-C1005-1-5,05/03/2011 11:05:00,C1005,PC-C1005,C:\docs\report_5.pdf,File Open,False,False,
F-C1005-1-6,05/03/2011 11:06:00,C1005,PC-C1005,C:\docs\report_6.pdf,File Open,False,False,
F-C1005-1-7,05/03/2011 11:07:00,C1005,PC-C1005,C:\docs\report_7.pdf,File Open,False,False,
F-C1006-1-0,05/03/2011 11:00:00,C1006,PC-C1006,C:\docs\report_0.pdf,File Open,False,False,
F-C1006-1-1,05/03/2011 11:01:00,C1006,PC-C1006,C:\docs\report_1.pdf,File Open,False,False,
F-C1006-1-2,05/03/2011 11:02:00,C1006,PC-C1006,C:\docs\report_2.pdf,File Open,False,False,
F-C1006-1-3,05/03/2011 11:03:00,C1006,PC-C1006,C:\docs\report_3.pdf,File Open,False,False,
F-C1006-1-4,05/03/2011 11:04:00,C1006,PC-C1006,C:\docs\report_4.pdf,File Open,False,False,
F-C1006-1-5,05/03/2011 11:05:00,C1006,PC-C1006,C:\docs\report_5.pdf,File Open,False,False,
F-C1006-1-6,05/03/2011 11:06:00,C1006,PC-C1006,C:\docs\report_6.pdf,File Open,False,False,
F-C1006-1-7,05/03/2011 11:07:00,C1006,PC-C1006,C:\docs\report_7.pdf,File Open,False,False,
F-C1006-1-8,05/03/2011 11:08:00,C1006,PC-C1006,C:\docs\report_8.pdf,File Open,False,False,
F-C1007-1-0,05/03/2011 11:00:00,C1007,PC-C1007,C:\docs\report_0.pdf,File Open,False,False,
F-C1007-1-1,05/03/2011 11:01:00,C1007,PC-C1007,C:\docs\report_1.pdf,File Open,False,False,
